V_in,V_real,V_theoretical,V_output,omega_1,omega_2,time
102.0000,73.0000,73.1962,430,0.00,20.46,6.677
101.0000,75.0000,75.1435,437,0.00,20.46,6.684
100.0000,77.0000,77.1315,445,0.00,20.46,6.692
98.0000,78.0000,78.6776,459,0.00,20.46,6.699
95.0000,79.0000,80.1632,463,0.00,20.46,6.707
92.0000,82.0000,81.3039,466,0.00,20.46,6.715
88.0000,81.0000,82.0270,469,0.00,20.46,6.722
84.0000,82.0000,82.4308,478,0.00,20.46,6.729
79.0000,81.0000,82.5369,476,0.00,20.46,6.736
75.0000,82.0000,82.2978,473,0.00,20.46,6.743
69.0000,81.0000,81.6696,468,0.00,20.46,6.752
64.0000,80.0000,80.8131,475,0.00,20.46,6.759
57.0000,79.0000,79.6764,461,0.00,17.60,6.766
39.0000,77.0000,78.1433,452,0.00,17.66,6.773
35.0000,75.0000,75.1341,437,0.00,17.74,6.781
57.0000,73.0000,72.4208,421,0.00,17.84,6.788
74.0000,71.0000,71.2351,420,0.00,17.88,6.796
72.0000,72.0000,71.4220,420,0.00,17.86,6.803
77.0000,73.0000,71.4665,420,0.00,17.86,6.811
63.0000,73.0000,71.8406,422,0.00,17.80,6.818
67.0000,72.0000,71.2429,421,0.00,17.80,6.825
72.0000,71.0000,70.9167,418,0.00,17.80,6.833
76.0000,72.0000,70.9899,418,0.00,17.80,6.840
52.0000,73.0000,71.3751,420,0.00,17.70,6.848
50.0000,71.0000,70.0653,422,0.00,17.68,6.855
60.0000,70.0000,68.7087,407,0.00,17.70,6.862
64.0000,69.0000,68.1200,404,0.00,17.70,6.869
75.0000,70.0000,67.7654,403,0.00,17.72,6.878
79.0000,69.0000,68.2545,403,0.00,17.72,6.885
99.0000,70.0000,68.9810,411,0.00,17.80,6.892
102.0000,71.0000,71.0104,421,0.00,17.82,6.899
100.0000,76.0000,73.3931,430,0.00,17.78,6.907
100.0000,76.0000,75.1919,439,0.00,17.76,6.914
100.0000,77.0000,77.0991,453,0.00,17.82,6.922
87.0000,78.0000,78.6475,459,0.00,17.88,6.929
97.0000,79.0000,79.2897,460,0.00,18.40,6.937
78.0000,81.0000,80.4870,465,0.00,18.30,6.944
102.0000,80.0000,80.3189,468,0.00,18.42,6.951
101.0000,81.0000,81.7846,474,0.00,18.44,6.958
96.0000,83.0000,83.4384,480,0.00,18.46,6.967
34.0000,84.0000,84.2877,483,0.00,18.72,6.974
62.0000,80.0000,80.8879,465,0.00,18.56,6.981
52.0000,78.0000,79.6108,458,0.00,18.58,6.988
39.0000,77.0000,77.4882,448,0.00,19.32,6.996
99.0000,75.0000,74.5289,433,0.00,20.46,7.004
97.0000,76.0000,76.1833,449,0.00,20.46,7.011
101.0000,77.0000,77.5906,455,0.00,20.40,7.018
90.0000,81.0000,79.3903,462,0.00,20.46,7.026
86.0000,80.0000,80.1076,465,0.00,20.46,7.033
87.0000,80.0000,80.5059,472,0.00,20.44,7.040
76.0000,81.0000,81.0053,471,0.00,20.46,7.048
71.0000,80.0000,80.6669,469,0.00,20.46,7.055
66.0000,80.0000,79.9236,463,0.00,20.46,7.063
61.0000,79.0000,78.9823,467,0.00,20.46,7.070
56.0000,78.0000,77.7666,455,0.00,20.46,7.077
40.0000,76.0000,76.2950,446,0.00,16.50,7.084
47.0000,75.0000,73.1712,432,0.00,20.46,7.093
49.0000,73.0000,71.4019,422,0.00,15.60,7.100
50.0000,71.0000,69.8874,417,0.00,16.50,7.107
72.0000,70.0000,68.5429,409,0.00,16.56,7.114
89.0000,71.0000,68.7766,410,0.00,15.92,7.121
34.0000,72.0000,70.3315,417,0.00,16.34,7.129
58.0000,69.0000,67.5384,410,0.00,16.88,7.137
34.0000,69.0000,66.8936,402,0.00,17.00,7.144
46.0000,66.0000,64.6698,388,0.00,14.84,7.151
44.0000,65.0000,63.2343,381,0.00,16.38,7.159
73.0000,64.0000,61.9339,372,0.00,16.78,7.166
35.0000,65.0000,62.6821,382,0.00,16.30,7.173
100.0000,63.0000,60.5537,369,0.00,16.56,7.181
64.0000,66.0000,63.5862,384,0.00,16.40,7.189
55.0000,66.0000,63.6142,383,0.00,16.36,7.196
34.0000,66.0000,63.0318,381,0.00,16.22,7.203
96.0000,63.0000,61.0691,368,0.00,16.48,7.210
101.0000,68.0000,64.0758,382,0.00,15.14,7.219
34.0000,68.0000,66.5721,394,0.00,16.16,7.226
39.0000,65.0000,64.3701,382,0.00,16.78,7.233
62.0000,63.0000,62.6549,371,0.00,15.32,7.240
52.0000,64.0000,62.6045,371,0.00,15.34,7.248
102.0000,63.0000,61.8876,367,0.00,15.10,7.255
75.0000,66.0000,64.9717,389,0.00,15.24,7.263
72.0000,66.0000,65.6497,389,0.00,15.24,7.270
102.0000,69.0000,66.0790,390,0.00,15.06,7.277
93.0000,69.0000,68.8409,402,0.00,14.98,7.285
98.0000,71.0000,70.4742,417,0.00,15.10,7.292
92.0000,72.0000,72.3351,425,0.00,15.12,7.299
93.0000,75.0000,73.8469,429,0.00,15.10,7.307
44.0000,75.0000,75.3195,436,0.00,14.76,7.315
47.0000,73.0000,73.2021,428,0.00,14.76,7.322
95.0000,71.0000,71.4307,415,0.00,14.92,7.329
101.0000,72.0000,73.0241,424,0.00,15.00,7.336
63.0000,75.0000,75.4319,433,0.00,14.78,7.345
35.0000,74.0000,74.5915,435,0.00,14.64,7.352
34.0000,71.0000,71.9149,413,0.00,14.62,7.359
34.0000,68.0000,69.3516,399,0.00,14.60,7.366
34.0000,66.0000,66.6335,385,0.00,14.58,7.374
41.0000,64.0000,64.4273,374,0.00,14.50,7.381
34.0000,63.0000,62.6262,369,0.00,14.54,7.389
93.0000,61.0000,60.6907,358,0.00,13.62,7.396
82.0000,65.0000,63.1746,371,0.00,14.08,7.404
44.0000,65.0000,64.4473,377,0.00,13.94,7.411
36.0000,63.0000,63.0649,372,0.00,13.22,7.418
34.0000,62.0000,61.2352,362,0.00,13.18,7.425
36.0000,59.0000,59.1411,351,0.00,13.12,7.433
40.0000,59.0000,57.3621,343,0.00,13.08,7.441
42.0000,58.0000,56.1883,347,0.00,13.06,7.448
40.0000,57.0000,55.2290,334,0.00,13.06,7.455
47.0000,56.0000,54.1994,328,0.00,13.02,7.462
80.0000,56.0000,53.6459,325,0.00,12.90,7.470
64.0000,57.0000,55.6722,335,0.00,12.94,7.478
45.0000,58.0000,56.2352,342,0.00,20.46,7.485
49.0000,57.0000,55.4757,336,0.00,20.46,7.492
48.0000,57.0000,54.9778,332,0.00,20.44,7.500
58.0000,57.0000,54.5061,330,0.00,20.46,7.507
63.0000,57.0000,54.7423,334,0.00,20.46,7.514
62.0000,57.0000,55.3772,335,0.00,20.44,7.522
73.0000,59.0000,55.8249,336,0.00,20.46,7.529
79.0000,59.0000,57.1455,342,0.00,20.46,7.537
83.0000,60.0000,58.6230,356,0.00,20.46,7.544
87.0000,61.0000,60.2710,361,0.00,20.46,7.551
92.0000,63.0000,62.3259,368,0.00,20.46,7.559
95.0000,66.0000,64.6074,378,0.00,20.46,7.567
94.0000,67.0000,66.6622,387,0.00,20.44,7.574
97.0000,68.0000,68.5104,403,0.00,20.44,7.581
101.0000,70.0000,70.4364,411,0.00,20.46,7.588
99.0000,73.0000,72.7864,421,0.00,20.42,7.596
102.0000,74.0000,74.8016,428,0.00,20.46,7.604
101.0000,76.0000,76.6404,444,0.00,20.46,7.611
99.0000,77.0000,78.2873,450,0.00,20.46,7.618
96.0000,79.0000,79.8798,455,0.00,20.46,7.626
93.0000,79.0000,80.9696,460,0.00,20.46,7.633
90.0000,80.0000,81.7829,470,0.00,20.46,7.640
85.0000,80.0000,82.4147,471,0.00,20.46,7.648
86.0000,83.0000,82.6135,471,0.00,20.44,7.656
82.0000,81.0000,82.8424,471,0.00,20.44,7.663
89.0000,81.0000,82.7855,475,0.00,20.40,7.670
66.0000,81.0000,83.2056,477,0.00,20.46,7.677
61.0000,81.0000,82.0424,468,0.00,20.46,7.684
61.0000,80.0000,80.2312,460,0.00,20.44,7.693
51.0000,78.0000,78.9310,465,0.00,20.46,7.700
58.0000,76.0000,77.0427,446,0.00,20.42,7.707
43.0000,75.0000,75.7553,437,0.00,20.46,7.714
40.0000,74.0000,73.2371,425,0.00,20.46,7.722
40.0000,71.0000,70.6816,414,0.00,20.44,7.730
57.0000,69.0000,68.6074,406,0.00,20.36,7.737
34.0000,69.0000,67.8227,402,0.00,20.46,7.744
34.0000,69.0000,65.5360,388,0.00,20.46,7.751
34.0000,65.0000,63.1113,376,0.00,20.46,7.759
35.0000,63.0000,61.1432,368,0.00,20.46,7.766
37.0000,61.0000,59.1334,357,0.00,20.46,7.774
40.0000,61.0000,57.6370,348,0.00,20.46,7.781
43.0000,59.0000,56.2810,342,0.00,20.46,7.789
47.0000,58.0000,55.3831,348,0.00,20.46,7.796
51.0000,57.0000,54.8164,335,0.00,20.46,7.803
55.0000,56.0000,54.5583,332,0.00,20.46,7.810
61.0000,57.0000,54.5964,331,0.00,20.46,7.819
66.0000,58.0000,55.0293,333,0.00,20.46,7.826
71.0000,58.0000,55.7710,341,0.00,20.46,7.833
69.0000,59.0000,56.8005,344,0.00,20.44,7.840
75.0000,60.0000,57.7385,348,0.00,20.44,7.848
80.0000,61.0000,58.9055,352,0.00,20.44,7.855
90.0000,62.0000,60.5274,365,0.00,20.46,7.863
89.0000,63.0000,62.5199,374,0.00,20.44,7.870
92.0000,67.0000,64.3101,382,0.00,20.44,7.877
99.0000,68.0000,66.4389,391,0.00,20.46,7.885
101.0000,69.0000,68.6402,414,0.00,20.46,7.892
94.0000,71.0000,71.1283,418,0.00,20.40,7.900
102.0000,71.0000,72.6745,424,0.00,20.46,7.907
101.0000,75.0000,74.9290,432,0.00,20.46,7.915
101.0000,76.0000,76.6916,448,0.00,20.44,7.922
100.0000,77.0000,78.3352,454,0.00,20.44,7.929
95.0000,80.0000,80.0007,460,0.00,20.46,7.937
91.0000,80.0000,81.1540,463,0.00,20.46,7.945
92.0000,80.0000,81.8196,471,0.00,20.44,7.952
97.0000,81.0000,82.5079,474,0.00,20.40,7.959
94.0000,84.0000,83.6220,478,0.00,20.40,7.967
86.0000,83.0000,84.3236,480,0.00,20.42,7.974
75.0000,83.0000,84.4370,487,0.00,20.44,7.981
69.0000,82.0000,83.7114,480,0.00,20.44,7.989
58.0000,81.0000,82.7168,474,0.00,20.46,7.996
59.0000,80.0000,80.8164,464,0.00,20.44,8.004
101.0000,79.0000,79.3415,463,0.00,20.22,8.011
63.0000,80.0000,80.8057,470,0.00,20.40,8.018
52.0000,78.0000,79.6020,460,0.00,20.42,8.025
47.0000,78.0000,77.2263,452,0.00,20.42,8.034
48.0000,75.0000,75.1828,438,0.00,20.40,8.041
50.0000,74.0000,73.3451,431,0.00,20.38,8.048
41.0000,72.0000,71.7669,422,0.00,20.40,8.055
53.0000,72.0000,69.6868,410,0.00,20.34,8.062
81.0000,70.0000,68.2506,404,0.00,20.24,8.071
93.0000,71.0000,69.1126,422,0.00,20.18,8.078
41.0000,72.0000,70.7275,423,0.00,20.34,8.085
35.0000,70.0000,68.7177,409,0.00,20.42,8.092
75.0000,68.0000,66.1253,396,0.00,20.20,8.100
56.0000,69.0000,66.7253,398,0.00,20.24,8.107
67.0000,67.0000,65.9006,398,0.00,4.04,8.115
59.0000,67.0000,65.9750,396,0.00,20.46,8.122
65.0000,69.0000,65.5034,392,0.00,4.66,8.129
101.0000,67.0000,65.4647,392,0.00,4.52,8.137
70.0000,70.0000,67.8671,414,0.00,4.02,8.144
36.0000,69.0000,68.0113,408,0.00,3.52,8.151
87.0000,67.0000,65.5500,394,0.00,8.72,8.159
99.0000,70.0000,67.0002,402,0.00,12.56,8.166
54.0000,71.0000,69.4606,411,0.00,10.46,8.174
83.0000,69.0000,68.4153,414,0.00,13.84,8.181
99.0000,70.0000,69.4013,411,0.00,14.38,8.188
45.0000,71.0000,71.4024,421,0.00,13.94,8.195
88.0000,70.0000,69.1300,409,0.00,10.10,8.204
97.0000,72.0000,70.4057,416,0.00,14.36,8.211
50.0000,73.0000,72.2037,432,0.00,15.12,8.218
48.0000,72.0000,70.7026,420,0.02,14.66,8.225
72.0000,71.0000,68.9570,410,0.10,14.66,8.233
68.0000,70.0000,69.1910,416,0.20,14.62,8.241
96.0000,70.0000,69.1104,413,0.28,14.16,8.248
59.0000,73.0000,71.1779,422,0.28,13.84,8.256
55.0000,72.0000,70.3546,417,0.30,13.82,8.263
71.0000,70.0000,69.3165,410,0.38,13.68,8.270
8.0000,70.0000,69.4460,409,0.46,13.84,8.278
3.0000,66.0000,64.7221,386,0.50,13.88,8.286
15.0000,62.0000,60.5493,361,0.52,13.96,8.293
24.0000,59.0000,57.0472,344,0.56,13.94,8.301
53.0000,57.0000,54.8130,334,0.64,13.94,8.308
71.0000,57.0000,54.6904,334,0.72,13.92,8.315
74.0000,59.0000,55.9443,339,0.80,13.92,8.323
32.0000,59.0000,57.3325,349,0.92,13.86,8.331
2.0000,58.0000,55.6199,337,1.04,13.80,8.338
6.0000,54.0000,51.4972,315,1.12,13.84,8.346
57.0000,51.0000,48.4213,297,1.26,13.74,8.353
68.0000,52.0000,49.0013,305,1.38,13.78,8.360
9.0000,55.0000,50.2857,312,1.60,13.76,8.367
22.0000,50.0000,46.7324,294,1.78,13.80,8.376
71.0000,48.0000,45.0603,286,1.94,13.82,8.383
62.0000,49.0000,46.8140,294,2.02,13.76,8.390
39.0000,51.0000,47.9816,298,2.10,13.74,8.398
8.0000,50.0000,47.3744,295,2.20,13.76,8.405
12.0000,47.0000,44.3474,280,2.34,13.76,8.413
78.0000,44.0000,41.8603,267,2.54,13.80,8.421
53.0000,48.0000,44.3035,285,2.66,13.74,8.428
17.0000,48.0000,44.8915,285,2.80,13.78,8.435
30.0000,46.0000,42.7470,273,2.90,13.82,8.443
100.0000,46.0000,41.8852,269,3.02,13.92,8.450
115.0000,50.0000,46.3530,291,3.14,13.86,8.458
129.0000,54.0000,51.6310,325,3.20,13.92,8.466
89.0000,58.0000,56.8616,346,3.28,13.84,8.473
65.0000,61.0000,59.3324,354,3.40,13.88,8.481
57.0000,59.0000,59.7156,358,3.52,13.82,8.488
70.0000,60.0000,59.5320,354,3.62,10.50,8.495
67.0000,61.0000,60.4330,355,3.76,9.44,8.504
71.0000,61.0000,60.8769,362,3.90,9.84,8.511
72.0000,61.0000,61.5613,362,3.98,7.30,8.518
4.0000,64.0000,62.2670,365,4.08,8.20,8.525
86.0000,59.0000,57.7876,342,4.22,8.36,8.533
133.0000,61.0000,59.9567,359,4.32,7.86,8.541
63.0000,65.0000,64.8949,385,4.46,8.32,8.548
66.0000,65.0000,64.7492,380,4.62,12.02,8.556
36.0000,65.0000,64.8338,383,4.76,11.12,8.563
121.0000,63.0000,62.8844,370,4.84,11.38,8.570
105.0000,68.0000,67.3523,392,5.02,15.06,8.578
69.0000,70.0000,70.2469,410,5.06,20.46,8.586
37.0000,69.0000,70.1626,407,5.16,20.46,8.593
80.0000,68.0000,67.6128,392,5.36,20.44,8.601
97.0000,68.0000,68.4503,402,5.52,20.44,8.608
80.0000,72.0000,70.6451,411,5.54,20.46,8.616
29.0000,71.0000,71.2776,425,5.68,20.46,8.623
17.0000,68.0000,68.0270,400,5.82,20.46,8.631
50.0000,65.0000,64.1041,380,5.90,20.42,8.639
52.0000,64.0000,63.1504,378,5.94,20.46,8.646
64.0000,63.0000,62.3966,373,6.12,20.44,8.653
35.0000,64.0000,62.5199,373,6.26,20.36,8.661
28.0000,62.0000,60.4039,363,6.46,20.44,8.669
43.0000,60.0000,58.2132,350,6.50,20.46,8.676
66.0000,59.0000,57.0437,343,6.58,20.46,8.684
56.0000,60.0000,57.6492,350,6.70,20.46,8.691
16.0000,59.0000,57.5377,348,6.82,20.46,8.698
3.0000,57.0000,54.3440,331,6.94,20.40,8.706
35.0000,53.0000,50.3963,309,7.04,20.40,8.714
67.0000,51.0000,49.3554,304,7.16,20.36,8.721
70.0000,53.0000,50.7119,309,7.26,20.26,8.729
35.0000,54.0000,52.0159,320,7.32,20.30,8.736
33.0000,52.0000,50.8655,311,7.36,20.42,8.743
3.0000,52.0000,49.4919,303,7.42,20.34,8.751
42.0000,48.0000,45.9173,283,7.54,20.42,8.759
76.0000,47.0000,45.6524,282,7.62,20.42,8.766
107.0000,50.0000,47.9855,293,7.68,20.44,8.774
120.0000,53.0000,51.9752,320,7.76,20.46,8.781
62.0000,61.0000,57.2055,343,7.94,20.44,8.789
54.0000,60.0000,57.5740,353,8.12,20.36,8.797
128.0000,58.0000,57.3324,341,8.24,20.46,8.804
110.0000,63.0000,62.7652,366,8.40,20.46,8.812
90.0000,66.0000,65.9586,389,8.44,20.42,8.819
99.0000,67.0000,67.5839,394,8.70,20.46,8.826
135.0000,69.0000,69.9994,403,8.86,20.46,8.834
68.0000,73.0000,74.9965,433,9.10,20.46,8.842
122.0000,72.0000,74.5235,427,9.34,20.46,8.849
127.0000,77.0000,78.1739,453,9.44,20.46,8.857
10.0000,77.0000,81.4748,465,9.62,6.82,8.864
40.0000,75.0000,75.9793,434,9.80,12.48,8.872
74.0000,72.0000,73.5469,424,9.98,13.20,8.879
56.0000,72.0000,73.5817,424,10.18,14.68,8.887
92.0000,72.0000,72.2299,416,10.40,8.70,8.895
78.0000,73.0000,73.5665,431,10.62,10.10,8.902
7.0000,73.0000,73.8662,429,10.86,8.48,8.909
118.0000,69.0000,68.7251,401,11.00,9.30,8.917
82.0000,72.0000,72.5132,428,11.16,10.08,8.925
25.0000,72.0000,73.1546,428,11.46,9.58,8.932
117.0000,70.0000,69.4521,408,11.64,8.86,8.940
69.0000,73.0000,72.6667,433,11.76,8.90,8.947
18.0000,75.0000,72.4188,428,11.84,8.96,8.954
18.0000,70.0000,68.2347,414,11.94,8.94,8.962
65.0000,66.0000,64.3727,386,12.10,8.96,8.970
67.0000,67.0000,64.4209,387,12.22,8.96,8.978
105.0000,66.0000,64.5953,398,12.28,12.20,8.985
36.0000,68.0000,67.3269,404,12.38,13.14,8.992
7.0000,67.0000,64.9185,389,12.46,0.38,9.000
56.0000,63.0000,61.0029,366,12.54,2.58,9.007
88.0000,62.0000,60.6182,366,12.60,2.56,9.015
115.0000,65.0000,62.7236,376,12.72,2.52,9.023
115.0000,67.0000,66.2578,401,12.78,1.84,9.030
40.0000,70.0000,69.5530,415,12.86,2.82,9.037
56.0000,69.0000,67.2810,400,12.98,2.90,9.045
30.0000,69.0000,66.4137,399,13.04,3.34,9.053
90.0000,65.0000,63.9519,383,13.08,1.94,9.060
100.0000,67.0000,65.9547,393,13.10,1.94,9.068
121.0000,70.0000,68.2563,410,13.12,2.46,9.075
69.0000,74.0000,71.8221,427,13.12,2.76,9.082
108.0000,73.0000,71.6052,422,13.12,4.00,9.090
67.0000,75.0000,74.4034,442,13.20,4.36,9.098
40.0000,77.0000,73.9029,435,13.28,7.78,9.105
85.0000,72.0000,71.2962,429,13.30,8.70,9.113
90.0000,73.0000,72.2227,430,13.30,9.14,9.120
84.0000,77.0000,73.5894,434,13.30,4.60,9.128
81.0000,75.0000,74.2932,444,13.30,4.60,9.135
68.0000,75.0000,74.8089,442,13.32,4.58,9.143
66.0000,77.0000,74.3485,438,13.32,4.58,9.150
70.0000,75.0000,73.7067,433,13.30,4.58,9.158
64.0000,74.0000,73.4561,434,13.32,4.58,9.165
63.0000,76.0000,72.7291,429,13.32,4.58,9.173
68.0000,73.0000,71.9810,434,13.34,4.64,9.181
66.0000,72.0000,71.7119,425,13.34,4.66,9.188
66.0000,73.0000,71.2728,421,13.34,4.66,9.196
63.0000,72.0000,70.9163,423,13.34,4.68,9.203
66.0000,71.0000,70.3811,416,13.36,4.68,9.210
71.0000,71.0000,70.0443,413,13.36,4.66,9.218
69.0000,71.0000,70.1178,417,13.36,4.68,9.226
79.0000,71.0000,70.0422,414,13.36,4.62,9.233
72.0000,73.0000,70.7308,416,13.38,4.52,9.241
84.0000,72.0000,70.8166,420,13.36,4.60,9.248
87.0000,72.0000,71.7079,425,13.36,4.62,9.255
88.0000,74.0000,72.8837,427,13.36,4.64,9.263
91.0000,74.0000,74.0459,437,13.36,4.64,9.271
89.0000,75.0000,75.1921,441,13.36,4.66,9.278
79.0000,77.0000,76.2537,443,13.36,4.70,9.286
66.0000,76.0000,76.4393,447,13.36,4.74,9.293
39.0000,75.0000,75.7336,441,13.36,4.88,9.300
77.0000,73.0000,72.5720,425,13.36,5.00,9.309
96.0000,73.0000,72.8714,431,13.36,5.04,9.316
100.0000,74.0000,74.4350,439,13.36,5.04,9.323
68.0000,77.0000,76.4006,446,13.34,4.96,9.331
122.0000,76.0000,75.8327,446,13.36,0.16,9.338
125.0000,81.0000,79.3824,461,13.36,0.16,9.346
127.0000,82.0000,82.8894,493,13.36,0.16,9.354
129.0000,84.0000,85.8715,496,13.36,0.16,9.361
131.0000,88.0000,89.1875,510,13.36,0.16,9.369
132.0000,91.0000,92.0143,530,13.36,0.16,9.376
133.0000,94.0000,94.7176,542,13.36,0.16,9.383
134.0000,96.0000,97.6610,564,13.36,0.16,9.391
135.0000,98.0000,100.4547,572,13.36,0.16,9.399
135.0000,101.0000,103.1108,580,13.36,0.16,9.407
135.0000,102.0000,105.2667,596,13.36,0.16,9.414
131.0000,105.0000,107.5525,603,13.38,0.16,9.422
133.0000,106.0000,109.1379,616,13.36,0.16,9.429
128.0000,108.0000,111.1917,621,13.38,0.16,9.438
130.0000,109.0000,112.3280,633,13.36,0.16,9.445
128.0000,113.0000,113.6866,635,13.36,0.16,9.453
127.0000,111.0000,114.6543,647,13.36,0.14,9.460
117.0000,114.0000,115.6035,647,13.38,0.16,9.468
114.0000,112.0000,115.6979,653,13.38,0.16,9.475
118.0000,114.0000,115.5674,648,13.36,0.16,9.483
115.0000,113.0000,115.7544,655,13.36,0.16,9.491
61.0000,113.0000,115.7034,650,13.38,0.30,9.498
50.0000,109.0000,111.4974,632,13.38,0.32,9.506
84.0000,105.0000,107.3398,607,13.38,0.60,9.513
87.0000,104.0000,105.3310,598,13.38,0.74,9.522
88.0000,102.0000,104.0917,596,13.38,0.64,9.529
20.0000,103.0000,102.8545,588,13.38,0.40,9.537
42.0000,96.0000,97.2530,558,13.38,0.52,9.544
53.0000,93.0000,93.5176,538,13.38,1.10,9.551
76.0000,91.0000,90.4027,524,13.38,0.72,9.559
56.0000,89.0000,89.2953,524,13.38,0.78,9.567
66.0000,88.0000,87.0443,511,13.38,1.70,9.574
40.0000,87.0000,85.4263,502,13.40,1.64,9.582
10.0000,84.0000,82.3552,488,13.42,1.42,9.589
18.0000,79.0000,77.4636,459,13.44,1.40,9.596
19.0000,75.0000,72.8921,437,13.44,1.40,9.604
21.0000,72.0000,68.7485,418,13.44,1.40,9.612
16.0000,69.0000,65.5204,401,13.44,1.42,9.619
18.0000,66.0000,61.7129,382,13.44,1.42,9.627
20.0000,63.0000,58.7577,367,13.44,1.42,9.634
18.0000,61.0000,56.1374,353,13.44,1.44,9.641
21.0000,58.0000,52.8551,345,13.44,1.44,9.650
79.0000,56.0000,50.7015,327,13.46,1.84,9.657
44.0000,60.0000,52.8770,337,13.44,1.92,9.665
46.0000,57.0000,52.2769,343,13.44,1.92,9.672
105.0000,57.0000,51.8525,331,13.46,1.74,9.679
35.0000,60.0000,55.9384,350,13.44,3.12,9.687
104.0000,58.0000,54.3285,341,13.44,3.38,9.695
67.0000,60.0000,57.6865,359,13.46,5.14,9.702
48.0000,62.0000,58.4026,358,13.44,6.26,9.710
118.0000,60.0000,57.6993,356,13.46,8.14,9.717
124.0000,63.0000,61.7760,378,13.46,7.64,9.724
118.0000,69.0000,66.5602,398,13.44,7.60,9.732
82.0000,71.0000,70.5153,421,13.46,7.46,9.740
95.0000,73.0000,71.3982,421,13.46,7.76,9.748
91.0000,74.0000,72.9938,435,13.46,6.70,9.755
88.0000,74.0000,74.2111,436,13.44,7.46,9.762
68.0000,76.0000,75.2713,439,13.46,7.36,9.770
100.0000,75.0000,74.7122,440,13.46,9.34,9.778
70.0000,76.0000,76.4218,448,13.46,10.50,9.785
84.0000,77.0000,75.9281,442,13.46,13.10,9.793
115.0000,76.0000,76.4739,449,13.44,13.88,9.800
133.0000,82.0000,79.4360,461,13.46,13.46,9.808
111.0000,83.0000,83.0573,488,13.44,10.66,9.815
72.0000,84.0000,85.2055,492,13.46,11.62,9.823
112.0000,84.0000,84.1901,495,13.44,11.92,9.831
125.0000,85.0000,86.0702,498,13.46,10.18,9.838
111.0000,89.0000,89.0634,509,13.46,10.66,9.846
124.0000,89.0000,90.5465,521,13.46,11.80,9.853
60.0000,92.0000,93.1183,531,13.46,14.76,9.861
102.0000,89.0000,90.5720,520,13.50,15.48,9.869
68.0000,89.0000,91.3446,523,13.44,4.18,9.876
51.0000,89.0000,89.5497,512,13.44,3.56,9.884
88.0000,86.0000,86.9435,499,13.46,3.40,9.891
62.0000,88.0000,87.0149,500,13.46,5.04,9.898
106.0000,85.0000,84.8619,489,13.44,9.60,9.907
30.0000,86.0000,86.2910,502,13.46,20.46,9.914
38.0000,83.0000,81.9634,478,13.44,20.38,9.922
28.0000,79.0000,78.9909,463,13.46,20.46,9.929
23.0000,76.0000,75.5436,444,13.46,20.44,9.936
23.0000,73.0000,71.5041,423,13.46,20.44,9.944
30.0000,70.0000,67.7748,406,13.46,20.46,9.952
25.0000,67.0000,64.8707,391,13.46,20.44,9.960
35.0000,65.0000,62.1752,378,13.46,20.46,9.967
30.0000,63.0000,60.3380,367,13.46,20.44,9.974
25.0000,61.0000,58.0054,355,13.46,20.42,9.982
45.0000,58.0000,55.7741,344,13.46,20.46,9.989
49.0000,58.0000,54.8468,340,13.46,20.46,9.998
52.0000,57.0000,54.4515,340,13.46,20.46,10.005
